report_index,pdf_name,report_dir,source_file,page_image,table_title,topic,metric_name,unit,values,evidence_text,reason
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,205: 反腐败 2016,,"{'GB/T 标准': '205: 反腐败 2016', '披露项目': None, '章节': None}",205: 反腐败 2016,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': 'ced3216a-4f47-9580-8f7c-7e26833cf619'}"
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,205-1,,"{'GB/T 标准': '205-1', '披露项目': '已进行风险评估的运营点', '章节': '廉洁管理'}",205-1 已进行风险评估的运营点 廉洁管理,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': '40a04d38-9424-9811-a912-d16e3364ff7d'}"
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,205-2,,"{'GB/T 标准': '205-2', '披露项目': '反腐败政策和程序的传达及培训', '章节': '廉政管理'}",205-2 反腐败政策和程序的传达及培训 廉政管理,llm_no_match:该指标属于反腐败培训的传达与程序，但未明确提供培训次数或参与人数，无法对应到 anti_corruption_training_sessions 或 anti_corruption_training_participants，且描述为政策传达而非具体量化指标，不属于 Core ESG Schema 明确定义的字段。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,205-3,,"{'GB/T 标准': '205-3', '披露项目': '经确认的腐败事件和采取的行动', '章节': '廉政管理'}",205-3 经确认的腐败事件和采取的行动 廉政管理,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:披露项目'经确认的腐败事件和采取的行动'与 field_key confirmed_corruption_cases 的别名'确认腐败案件数量'语义高度一致，且属于治理(G)范畴。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,206: 反竞争行为 2016,,"{'GB/T 标准': '206: 反竞争行为 2016', '披露项目': None, '章节': None}",206: 反竞争行为 2016,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,206-1,,"{'GB/T 标准': '206-1', '披露项目': '针对反竞争行为、反托拉斯和反垄断实质的法律诉讼', '章节': '廉洁管理'}",206-1 针对反竞争行为、反托拉斯和反垄断实质的法律诉讼 廉洁管理,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': 'b3a4924f-2e65-9bfb-bde2-b5f1481e8e24'}"
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,207: 税务 2019,,"{'GB/T 标准': '207: 税务 2019', '披露项目': None, '章节': None}",207: 税务 2019,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,207-1,,"{'GB/T 标准': '207-1', '披露项目': '税务方针', '章节': '税务管理'}",207-1 税务方针 税务管理,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,207-2,,"{'GB/T 标准': '207-2', '披露项目': '税务治理、控制及风险管理', '章节': '税务管理'}",207-2 税务治理、控制及风险管理 税务管理,llm_no_match:该指标属于税务治理与风险管理，属于公司治理中的税务合规范畴，但 Core ESG Schema 中无对应字段，且不属于明确的环境、社会或治理核心指标。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,207-3,,"{'GB/T 标准': '207-3', '披露项目': '与税务关系相关的利益相关方参与及管理', '章节': '税务管理'}",207-3 与税务关系相关的利益相关方参与及管理 税务管理,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': 'd8b12514-5091-92ec-9281-5ed999f5b30d'}"
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,207-4,,"{'GB/T 标准': '207-4', '披露项目': '国别报告', '章节': '见年报'}",207-4 国别报告 见年报,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,301: 资料 2016,,"{'GB/T 标准': '301: 资料 2016', '披露项目': None, '章节': None}",301: 资料 2016,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,301-1,,"{'GB/T 标准': '301-1', '披露项目': '所用物料的重量或体积', '章节': '资源利用'}",301-1 所用物料的重量或体积 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,301-2,,"{'GB/T 标准': '301-2', '披露项目': '所用淡水利用的量', '章节': '资源利用'}",301-2 所用淡水利用的量 资源利用,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': '9cd03f91-a813-967c-a8cd-5ef495af9c48'}"
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,301-3,,"{'GB/T 标准': '301-3', '披露项目': '再生产品及其包装材料', '章节': '资源利用'}",301-3 再生产品及其包装材料 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,302: 能耗 2016,,"{'GB/T 标准': '302: 能耗 2016', '披露项目': None, '章节': None}",302: 能耗 2016,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:指标名称'能耗'与Core ESG Schema中'energy_consumption_total'的别名'能源消耗总量'语义一致，虽含年份'2016'，但不影响核心指标类别归属。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,302-1,,"{'GB/T 标准': '302-1', '披露项目': '组织内部的能源消耗量', '章节': '能源管理'}",302-1 组织内部的能源消耗量 能源管理,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:披露项目为'组织内部的能源消耗量'，与 Core ESG Schema 中 field_key 'energy_consumption_total' 的名称和定义完全匹配，属于能源消耗总量范畴。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,302-2,,"{'GB/T 标准': '302-2', '披露项目': '组织外部的能源消耗量', '章节': '能源管理'}",302-2 组织外部的能源消耗量 能源管理,llm_no_match:该指标为'组织外部的能源消耗量'，属于供应链或价值链范围的能源消耗，Core ESG Schema 中无对应字段；且不属于范围一或范围二的直接/间接能源消耗，无法匹配。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,302-3,,"{'GB/T 标准': '302-3', '披露项目': '能源强度', '章节': '能源管理'}",302-3 能源强度 能源管理,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303: 水资源和污水 2018,,"{'GB/T 标准': '303: 水资源和污水 2018', '披露项目': None, '章节': None}",303: 水资源和污水 2018,llm_no_match:该指标为标准编号或分类代码，未提供具体数值或明确的环境指标内容，无法匹配到 Core ESG Schema 中的任何字段。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303-1,,"{'GB/T 标准': '303-1', '披露项目': '组织与水作为共有资源的相互影响', '章节': '资源利用'}",303-1 组织与水作为共有资源的相互影响 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303-2,,"{'GB/T 标准': '303-2', '披露项目': '管理与排水相关的影响', '章节': '资源利用'}",303-2 管理与排水相关的影响 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303-3,,"{'GB/T 标准': '303-3', '披露项目': '取水', '章节': '资源利用'}",303-3 取水 资源利用,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:披露项目为“取水”，属于 Core ESG Schema 中 water_consumption 的别名“取水量”范畴，且“资源利用”类别与水资源消耗直接相关。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303-4,,"{'GB/T 标准': '303-4', '披露项目': '排水', '章节': '资源利用'}",303-4 排水 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,303-4,,"{'GB/T 标准': '303-4', '披露项目': '防治环境污染', '章节': '资源利用'}",303-4 防治环境污染 资源利用,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,304: 生物多样性 2016,,"{'GB/T 标准': '304: 生物多样性 2016', '披露项目': None, '章节': None}",304: 生物多样性 2016,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,304-1,,"{'GB/T 标准': '304-1', '披露项目': '组织在位于或邻近保护区和保护区外的生物多样性丰富区域拥有、租赁、管理必远地点', '章节': '不涉及'}",304-1 组织在位于或邻近保护区和保护区外的生物多样性丰富区域拥有、租赁、管理必远地点 不涉及,llm_no_match:该指标属于生物多样性相关披露，但 Core ESG Schema 中无对应字段，且不属于已定义的环境、社会或治理指标。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,304-2,,"{'GB/T 标准': '304-2', '披露项目': '活动、产品和服务对生物多样性的重大影响', '章节': '不涉及'}",304-2 活动、产品和服务对生物多样性的重大影响 不涉及,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,304-3,,"{'GB/T 标准': '304-3', '披露项目': '受保护或濒危的栖息地', '章节': '不涉及'}",304-3 受保护或濒危的栖息地 不涉及,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,304-4,,"{'GB/T 标准': '304-4', '披露项目': '运营影响的栖息地中已被列入世界自然保育联盟 (IUCN) 红色名录及国家保育名册中的物种', '章节': '不涉及'}",304-4 运营影响的栖息地中已被列入世界自然保育联盟 (IUCN) 红色名录及国家保育名册中的物种 不涉及,llm_no_match:该指标属于生物多样性保护相关特色指标，Core ESG Schema 中无对应字段。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,305: 排放 2016,,"{'GB/T 标准': '305: 排放 2016', '披露项目': None, '章节': None}",305: 排放 2016,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,305-1,,"{'GB/T 标准': '305-1', '披露项目': '直接 (范围 1) 温室气体排放', '章节': '应对气候变化'}",305-1 直接 (范围 1) 温室气体排放 应对气候变化,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=heuristic_scope_1
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,305-2,,"{'GB/T 标准': '305-2', '披露项目': '能源间接 (范围 2) 温室气体排放', '章节': '应对气候变化'}",305-2 能源间接 (范围 2) 温室气体排放 应对气候变化,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=heuristic_scope_2
3,600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\003_600099_林海股份_2024_林海股份：林海股份有限公司2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_42.png,量化数据绩效表,,305-3,,"{'GB/T 标准': '305-3', '披露项目': '其他间接 (范围 3) 温室气体排放', '章节': '应对气候变化'}",305-3 其他间接 (范围 3) 温室气体排放 应对气候变化,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_scope_3
