field_key,field_name_cn,category,matched,value,raw_value,unit,target_unit,conversion,year,evidence,source_pages,confidence,reason,b2_validation_ok,b2_validation_reason,retrieval_priority,industry,applicability,retrieved_chunks,route
electricity_consumption,用电量,E,False,,,,,,,,[],0.0,证据中提及水、电、蒸汽的实时监控和能源管理，但未出现用电量、耗电量、电力消耗等目标字段或其同义词的明确数值记录；虽有节能改造和能耗分析，但无具体电力消耗数值，且无任何与外购电力或电力总量相关的量化数据，无法满足matched=true的三要素（字段同义词、数值、年份）,False,证据中提及水、电、蒸汽的实时监控和能源管理，但未出现用电量、耗电量、电力消耗等目标字段或其同义词的明确数值记录；虽有节能改造和能耗分析，但无具体电力消耗数值，且无任何与外购电力或电力总量相关的量化数据，无法满足matched=true的三要素（字段同义词、数值、年份）,72.0,pharma,core,"[{""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 37, ""bm25_score"": 3.8883, ""vector_score"": 0.0, ""hit_keywords"": [""度""], ""hit_query_terms"": [""总量""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 35}, {""chunk_id"": ""p17_32"", ""page_number"": 17, ""retrieval_score"": 37, ""bm25_score"": 6.2808, ""vector_score"": 0.0, ""hit_keywords"": [""度""], ""hit_query_terms"": [""消耗"", ""总量""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 13}, {""chunk_id"": ""p19_37"", ""page_number"": 19, ""retrieval_score"": 37, ""bm25_score"": 4.0074, ""vector_score"": 0.0, ""hit_keywords"": [""度""], ""hit_query_terms"": [""消耗"", ""年度""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 10}, {""chunk_id"": ""p19_38"", ""page_number"": 19, ""retrieval_score"": 35, ""bm25_score"": 3.7597, ""vector_score"": 0.0, ""hit_keywords"": [""度""], ""hit_query_terms"": [""消耗""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p32_68"", ""page_number"": 32, ""retrieval_score"": 35, ""bm25_score"": 2.7328, ""vector_score"": 0.0, ""hit_keywords"": [""度""], ""hit_query_terms"": [""年度""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 21}]",B2_quant_text_rag
natural_gas_consumption,天然气消耗量,E,False,,,,,,,,[],0.0,证据中未出现天然气、天然气消耗量等同义词及其对应数值，虽提及能源使用、蒸汽消耗、节能改造等内容，但无任何天然气相关数据，且存在其他能源类型（如蒸汽、电）的描述，无法确认天然气消耗量,False,证据中未出现天然气、天然气消耗量等同义词及其对应数值，虽提及能源使用、蒸汽消耗、节能改造等内容，但无任何天然气相关数据，且存在其他能源类型（如蒸汽、电）的描述，无法确认天然气消耗量,70.3549,pharma,core,"[{""chunk_id"": ""p17_32"", ""page_number"": 17, ""retrieval_score"": 33, ""bm25_score"": 4.0629, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""消耗"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 13}, {""chunk_id"": ""p19_37"", ""page_number"": 19, ""retrieval_score"": 33, ""bm25_score"": 4.6893, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""消耗"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 10}, {""chunk_id"": ""p11_17"", ""page_number"": 11, ""retrieval_score"": 31, ""bm25_score"": 4.6893, ""vector_score"": 0.092306, ""hit_keywords"": [], ""hit_query_terms"": [""消耗"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p19_38"", ""page_number"": 19, ""retrieval_score"": 31, ""bm25_score"": 14.3108, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""消耗"", ""耗量"", ""消耗量"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p35_77"", ""page_number"": 35, ""retrieval_score"": 31, ""bm25_score"": 8.3479, ""vector_score"": 0.117747, ""hit_keywords"": [], ""hit_query_terms"": [""天然"", ""消耗"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}]",B2_quant_text_rag
water_consumption,用水量,E,False,,,,,,,,[],0.0,证据中出现的'万立方米'是废气排放量，非用水量；虽有'水资源利用'章节索引，但无任何关于用水量、取水量、新鲜水用量等同义词与数值的明确对应语句；所有数值均关联废气或废弃物，且存在'万立方米'单位与目标字段单位不一致但无法确认为用水量，故无法满足matched=true条件,False,证据中出现的'万立方米'是废气排放量，非用水量；虽有'水资源利用'章节索引，但无任何关于用水量、取水量、新鲜水用量等同义词与数值的明确对应语句；所有数值均关联废气或废弃物，且存在'万立方米'单位与目标字段单位不一致但无法确认为用水量，故无法满足matched=true条件,65.0401,pharma,core,"[{""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 47, ""bm25_score"": 22.248, ""vector_score"": 0.0, ""hit_keywords"": [""立方米"", ""吨""], ""hit_query_terms"": [""总量"", ""立方米"", ""立方"", ""方米""], ""hit_units"": [""吨"", ""立方米""], ""hit_forbidden"": [], ""number_count"": 35}, {""chunk_id"": ""p40_88"", ""page_number"": 40, ""retrieval_score"": 42, ""bm25_score"": 22.248, ""vector_score"": 0.152006, ""hit_keywords"": [""立方米"", ""吨""], ""hit_query_terms"": [""总量"", ""立方米"", ""立方"", ""方米""], ""hit_units"": [""吨"", ""立方米""], ""hit_forbidden"": [""废水""], ""number_count"": 20}, {""chunk_id"": ""p17_33"", ""page_number"": 17, ""retrieval_score"": 41, ""bm25_score"": 3.8883, ""vector_score"": 0.097536, ""hit_keywords"": [""吨""], ""hit_query_terms"": [""总量""], ""hit_units"": [""吨""], ""hit_forbidden"": [], ""number_count"": 9}, {""chunk_id"": ""p17_32"", ""page_number"": 17, ""retrieval_score"": 40, ""bm25_score"": 6.9168, ""vector_score"": 0.0, ""hit_keywords"": [""吨""], ""hit_query_terms"": [""市政"", ""总量""], ""hit_units"": [""吨""], ""hit_forbidden"": [], ""number_count"": 13}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 36, ""bm25_score"": 2.5177, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""用水""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 43}]",B2_quant_text_rag
independent_directors,独立董事人数,G,False,3,3,名,人,无需转换,2025,公司董事会共有名9其中独立董事名3,[9],0.0,b2_validation_failed:required_keyword_missing_in_evidence,False,required_keyword_missing_in_evidence,64.0331,pharma,core,"[{""chunk_id"": ""p9_11"", ""page_number"": 9, ""retrieval_score"": 44, ""bm25_score"": 20.2994, ""vector_score"": 0.251653, ""hit_keywords"": [], ""hit_query_terms"": [""独立"", ""立董"", ""董事"", ""独立董"", ""立董事""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p40_87"", ""page_number"": 40, ""retrieval_score"": 37, ""bm25_score"": 2.6536, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 32, ""bm25_score"": 3.0327, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p9_12"", ""page_number"": 9, ""retrieval_score"": 31, ""bm25_score"": 3.424, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 5}, {""chunk_id"": ""p27_55"", ""page_number"": 27, ""retrieval_score"": 31, ""bm25_score"": 3.8883, ""vector_score"": 0.158849, ""hit_keywords"": [], ""hit_query_terms"": [""人数""], ""hit_units"": [""人""], ""hit_forbidden"": [""%""], ""number_count"": 24}]",B2_quant_text_rag
anti_corruption_training_participants,反腐败培训人数,G,False,,,,,,,,[],0.0,"证据中提及职业健康与安全培训、环境保护培训、公益志愿活动等，但未出现反腐败培训、廉洁培训、反舞弊培训或商业道德培训等目标字段或其同义词；虽有‘5,230人次’等数值，但语义为安全培训，且‘人次’虽符合单位类型，但内容不匹配目标字段，无法排除属于其他培训类别，故不满足matched=true条件",False,"证据中提及职业健康与安全培训、环境保护培训、公益志愿活动等，但未出现反腐败培训、廉洁培训、反舞弊培训或商业道德培训等目标字段或其同义词；虽有‘5,230人次’等数值，但语义为安全培训，且‘人次’虽符合单位类型，但内容不匹配目标字段，无法排除属于其他培训类别，故不满足matched=true条件",61.917,pharma,core,"[{""chunk_id"": ""p27_55"", ""page_number"": 27, ""retrieval_score"": 43, ""bm25_score"": 10.1862, ""vector_score"": 0.19585, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""人数"", ""人次""], ""hit_units"": [""人"", ""人次""], ""hit_forbidden"": [], ""number_count"": 24}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 39, ""bm25_score"": 8.6176, ""vector_score"": 0.125121, ""hit_keywords"": [], ""hit_query_terms"": [""人数"", ""商业"", ""人次""], ""hit_units"": [""人"", ""人次""], ""hit_forbidden"": [""小时""], ""number_count"": 43}, {""chunk_id"": ""p19_38"", ""page_number"": 19, ""retrieval_score"": 37, ""bm25_score"": 5.0406, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""人次""], ""hit_units"": [""人"", ""人次""], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 36, ""bm25_score"": 3.9761, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""人数""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 28}, {""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 36, ""bm25_score"": 11.69, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""商业"", ""业道"", ""道德"", ""商业道"", ""业道德""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 11}]",B2_quant_text_rag
female_employees,女性员工人数,S,False,,,,,,,,[],0.0,虽然多次提及女性员工关爱、女性员工体检等举措，但未出现女性员工人数、女员工人数等同义词与具体数值的明确对应语句，也未在表格或上下文中提供可提取的定量数据，不符合matched=true的严格要求,False,虽然多次提及女性员工关爱、女性员工体检等举措，但未出现女性员工人数、女员工人数等同义词与具体数值的明确对应语句，也未在表格或上下文中提供可提取的定量数据，不符合matched=true的严格要求,58.8948,pharma,core,"[{""chunk_id"": ""p24_48"", ""page_number"": 24, ""retrieval_score"": 37, ""bm25_score"": 18.7076, ""vector_score"": 0.0, ""hit_keywords"": [""女性员工""], ""hit_query_terms"": [""女性"", ""性员"", ""员工"", ""女性员"", ""性员工"", ""女性员工""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 4}, {""chunk_id"": ""p24_47"", ""page_number"": 24, ""retrieval_score"": 36, ""bm25_score"": 36.6664, ""vector_score"": 0.344739, ""hit_keywords"": [""女性员工""], ""hit_query_terms"": [""女性"", ""性员"", ""员工"", ""女性员"", ""性员工"", ""女员"", ""女员工"", ""女性员工""], ""hit_units"": [""人""], ""hit_forbidden"": [""%""], ""number_count"": 8}, {""chunk_id"": ""p9_11"", ""page_number"": 9, ""retrieval_score"": 32, ""bm25_score"": 2.5177, ""vector_score"": 0.209077, ""hit_keywords"": [], ""hit_query_terms"": [""女性""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""管理层""], ""number_count"": 16}, {""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 31, ""bm25_score"": 3.6163, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""工人""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""%""], ""number_count"": 11}, {""chunk_id"": ""p22_42"", ""page_number"": 22, ""retrieval_score"": 29, ""bm25_score"": 1.7126, ""vector_score"": 0.252202, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 6}]",B2_quant_text_rag
independent_director_ratio,独立董事比例,G,False,,,,,,,,[],0.0,证据中未出现独立董事比例、独立董事占比、独董比例或独董占比等目标字段或同义词，且所有内容均涉及员工、供应商、客户满意度等，无任何公司治理结构中董事会构成信息，符合 forbidden_any 排除条件（无相关委员会提及，但更关键的是完全缺失目标字段）,False,证据中未出现独立董事比例、独立董事占比、独董比例或独董占比等目标字段或同义词，且所有内容均涉及员工、供应商、客户满意度等，无任何公司治理结构中董事会构成信息，符合 forbidden_any 排除条件（无相关委员会提及，但更关键的是完全缺失目标字段）,55.7184,pharma,core,"[{""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 37, ""bm25_score"": 3.2897, ""vector_score"": 0.185921, ""hit_keywords"": [], ""hit_query_terms"": [""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [""人数""], ""number_count"": 51}, {""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 36, ""bm25_score"": 5.1252, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""占比""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 11}, {""chunk_id"": ""p32_68"", ""page_number"": 32, ""retrieval_score"": 36, ""bm25_score"": 4.1642, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""占比""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 21}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 36, ""bm25_score"": 3.2897, ""vector_score"": 0.128365, ""hit_keywords"": [], ""hit_query_terms"": [""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [""数量""], ""number_count"": 16}, {""chunk_id"": ""p35_78"", ""page_number"": 35, ""retrieval_score"": 33, ""bm25_score"": 3.0285, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""占比""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 7}]",B2_quant_text_rag
board_size,董事会人数,G,False,,,,,,,,[],0.0,证据中未出现董事会人数、董事人数等同义词及其对应数值，仅提及董事会作为ESG决策层，但未提供董事会成员具体人数，且无任何相关数值与年份匹配,False,证据中未出现董事会人数、董事人数等同义词及其对应数值，仅提及董事会作为ESG决策层，但未提供董事会成员具体人数，且无任何相关数值与年份匹配,54.3675,pharma,core,"[{""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 33, ""bm25_score"": 8.5106, ""vector_score"": 0.117945, ""hit_keywords"": [], ""hit_query_terms"": [""人数"", ""员人""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""%""], ""number_count"": 28}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 32, ""bm25_score"": 3.0327, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 32, ""bm25_score"": 4.4438, ""vector_score"": 0.318376, ""hit_keywords"": [], ""hit_query_terms"": [""人数""], ""hit_units"": [""人""], ""hit_forbidden"": [""%"", ""比例""], ""number_count"": 51}, {""chunk_id"": ""p9_12"", ""page_number"": 9, ""retrieval_score"": 31, ""bm25_score"": 11.7163, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事"", ""事会"", ""董事会""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 5}, {""chunk_id"": ""p18_34"", ""page_number"": 18, ""retrieval_score"": 31, ""bm25_score"": 5.2097, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""董事"", ""成员""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 5}]",B2_quant_text_rag
r_and_d_personnel_count,研发人员数量,S,False,,,,,,,,[],0.0,证据中虽提及研发团队、研发平台、技术人员等，但未出现目标字段或其同义词（如研发人员数量、人数等）与明确数值的直接对应语句；技术人员数量（163人）非研发人员数量，且无年份与字段名的明确语义绑定，无法满足matched=true条件,False,证据中虽提及研发团队、研发平台、技术人员等，但未出现目标字段或其同义词（如研发人员数量、人数等）与明确数值的直接对应语句；技术人员数量（163人）非研发人员数量，且无年份与字段名的明确语义绑定，无法满足matched=true条件,54.0,pharma,core,"[{""chunk_id"": ""p40_87"", ""page_number"": 40, ""retrieval_score"": 39, ""bm25_score"": 3.5756, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""人员"", ""员工""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p4_3"", ""page_number"": 4, ""retrieval_score"": 36, ""bm25_score"": 3.1912, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""研发"", ""员工""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 7}, {""chunk_id"": ""p19_37"", ""page_number"": 19, ""retrieval_score"": 36, ""bm25_score"": 3.1287, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""人员"", ""员工""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 10}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 32, ""bm25_score"": 3.2969, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""人员"", ""员工""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 31, ""bm25_score"": 18.4237, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""人员"", ""员人"", ""人数"", ""人员人"", ""员工""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""%""], ""number_count"": 28}]",B2_quant_text_rag
male_employees,男性员工人数,S,False,710,710人,人,人,无需转换,2025,"2025 年员工情况
男性
期末在职员工总人数
销售人员
行政人员
女性
生产人员
人
人
人
人
710
1,0",[25],0.0,b2_validation_failed:forbidden_hit:女性;required_keyword_missing_in_evidence,False,forbidden_hit:女性;required_keyword_missing_in_evidence,50.3812,pharma,core,"[{""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 31, ""bm25_score"": 3.6163, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""工人""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""%""], ""number_count"": 11}, {""chunk_id"": ""p40_87"", ""page_number"": 40, ""retrieval_score"": 29, ""bm25_score"": 1.3456, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p22_44"", ""page_number"": 22, ""retrieval_score"": 28, ""bm25_score"": 1.6381, ""vector_score"": 0.130708, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""人""], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p27_55"", ""page_number"": 27, ""retrieval_score"": 28, ""bm25_score"": 5.2339, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""员工"", ""人数""], ""hit_units"": [""人""], ""hit_forbidden"": [""%""], ""number_count"": 24}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 27, ""bm25_score"": 13.5031, ""vector_score"": 0.21906, ""hit_keywords"": [], ""hit_query_terms"": [""男性"", ""员工"", ""人数"", ""员人""], ""hit_units"": [""人"", ""名""], ""hit_forbidden"": [""%"", ""女性""], ""number_count"": 28}]",B2_quant_text_rag
safety_emergency_drill_count,安全应急演练次数,S,True,1,一次,次,次,无需转换,2025,2025 年12 月29 日，子公司新银象进行了一次产品的模拟召回测试，以验证产品召回管理的可行性和有效性。本次模拟召回顺利结束，在整个召回过程中各部门积极配合，在较短的时间内很好的完成了召回工作，此次召回演练过程全部按预定的计划进行，验证了质量管理体系的《撤回和召回控制程序》可操作且有效，体现出新银象对问题产品的召回能力以及产品溯源的管理规范有序。,[31],0.9,定位到同义词'召回演练'，符合'演练'要求且无'培训''事故''投入'等禁用词；提取到明确年份2025、原始数值'一次'、单位'次'，语义一一对应，无需单位转换,True,,49.9019,pharma,core,"[{""chunk_id"": ""p31_66"", ""page_number"": 31, ""retrieval_score"": 33, ""bm25_score"": 5.6575, ""vector_score"": 0.0, ""hit_keywords"": [""演练""], ""hit_query_terms"": [""安全"", ""应急"", ""演练""], ""hit_units"": [""次"", ""场""], ""hit_forbidden"": [], ""number_count"": 2}, {""chunk_id"": ""p31_65"", ""page_number"": 31, ""retrieval_score"": 32, ""bm25_score"": 3.0433, ""vector_score"": 0.0, ""hit_keywords"": [""演练""], ""hit_query_terms"": [""安全"", ""演练""], ""hit_units"": [""次""], ""hit_forbidden"": [""培训""], ""number_count"": 10}, {""chunk_id"": ""p18_34"", ""page_number"": 18, ""retrieval_score"": 31, ""bm25_score"": 3.5374, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""应急""], ""hit_units"": [""次""], ""hit_forbidden"": [], ""number_count"": 5}, {""chunk_id"": ""p19_37"", ""page_number"": 19, ""retrieval_score"": 27, ""bm25_score"": 20.0078, ""vector_score"": 0.0, ""hit_keywords"": [""演练""], ""hit_query_terms"": [""安全"", ""应急"", ""急演"", ""演练"", ""应急演"", ""急演练""], ""hit_units"": [""次"", ""场""], ""hit_forbidden"": [""培训"", ""事故""], ""number_count"": 10}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 26, ""bm25_score"": 3.5583, ""vector_score"": 0.095096, ""hit_keywords"": [], ""hit_query_terms"": [""安全"", ""应急""], ""hit_units"": [""场""], ""hit_forbidden"": [""事故""], ""number_count"": 6}]",B2_quant_text_rag
