field_key,field_name_cn,category,status,value,unit,year,source_route,confidence,citation_review_status,citation_review_reasons,citation_chunk_id,citation_page_number,citation_rank,citation_hybrid_score,citation_evidence_text,citation_text_excerpt
lost_work_days_due_to_injury,因工伤损失工作日数,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p37_57,37,1,0.01639344,“直采”，取消中间商，持续降低公司采购成本。 创新采购模式，搭建鲁抗采购线上商城，建立非生产类物资（标准件）线上采购平台，进一步减少 库存资金占压，减少人力投入，提高采购效率。 2024 年生产用物资合作供应商数量1100 余户，采购额16.37 亿元。 2. 规范供应链安全管理 为确保原材料和产成品的稳定供应，公司与关键材料供应商建立了战略合作关系，有效避免因供应 中断造成损失。公司针对各类物料设定了适当的安全库存。物资供应部与生产技术部共同负责监控在途 物料量及合同执行情况，通过综合分析，准确预测物料可用周期，在保证安全库存的前提下，提前开展 物料招标与采购工作。同时，仓库合理规划产成品存储空间，依据安全库存量，保障产成品供应的连续 性与充足性，以维护公司整体运营的稳定。 3. 加深上下游企业合作交流 一方面促进了公司国内市场拓展，增进了客户关系，加强了双方资源整合、实现了优势互补；另一 方面公司积极落实固本强基、强练补链、创新突破、转型发展总要求，不断寻求生物发酵技术合作源， 加快新型生物技术开发利用。 1. 加快开拓国际业务 2022-2024 年，公司出口业务成绩斐然，出 ...,“直采”，取消中间商，持续降低公司采购成本。 创新采购模式，搭建鲁抗采购线上商城，建立非生产类物资（标准件）线上采购平台，进一步减少 库存资金占压，减少人力投入，提高采购效率。 2024 年生产用物资合作供应商数量1100 余户，采购额16.37 亿元。 2. 规范供应链安全管理 为确保原材料和产成品的稳定供应，公司与关键材料供应商建立了战略合作关系，有效避免因供应 中断造成损失。公司针对各类物料设定了适当的安全库存。物资供应部与生产...
r_and_d_personnel_count,研发人员数量,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p9_11,9,1,0.01639344,鲁抗医药2024 年度ESG 可持续发展报告 8 9 走进鲁抗 深化国企改革 规范治理 实现生态共赢 绿色发展 确保产品安全 质量为本 释放发展动能 创新驱动 携手伙伴共赢 发展相伴 坚守初心使命 和衷共济 助力员工发展 育才与共 ESG 管理 “十四五”期间，鲁抗医药将坚持以新发展理念引领鲁抗高质量发展，坚持“固本强基、补链强链、 创新突破、转型发展”十六字方针，建设健康和谐、公平公正、敢于创新、善于学习的鲁抗。公司将围绕“建 设绿色生态、勇于创新、持续发展、奉献社会的现代生物医药公司”目标，立足于高新生物技术产业园、 生物医药循环经济产业园，做精、做强、做大人用制剂及原料药、动植物药品，实施产品结构调整、人 员结构调整、激励制度优化和组织结构调整，在创新药研发、合成生物技术应用、智能制造、卓越绩效 管理等全面实现突破，实现由微生物发酵基地向合成生物技术应用高地转变。持续提高数智化水平，加 快提升产业层次，加力推进数字赋能，推行精益管理和业务流程再造，加快绿色科技创新和先进绿色技 术推广应用，不断塑造高质量发展新优势。 控参股子公司分布 → ++ “十四五”发展目标及战略 → ++...,鲁抗医药2024 年度ESG 可持续发展报告 8 9 走进鲁抗 深化国企改革 规范治理 实现生态共赢 绿色发展 确保产品安全 质量为本 释放发展动能 创新驱动 携手伙伴共赢 发展相伴 坚守初心使命 和衷共济 助力员工发展 育才与共 ESG 管理 “十四五”期间，鲁抗医药将坚持以新发展理念引领鲁抗高质量发展，坚持“固本强基、补链强链、 创新突破、转型发展”十六字方针，建设健康和谐、公平公正、敢于创新、善于学习的鲁抗。公司将围绕“建 设绿...
r_and_d_expense,研发投入金额,S,extracted,40157,万元,2024,route_b2_quant_text_rag,0.95,auto_cited,,p27_41,27,2,0.07987302,2024 年研发投入40157 万元，同比增长2.90%。,目鉴定为国际先进水平，注射用头孢曲松钠等16 项成果 鉴定为国内领先水平。2 个项目获十一届淮海科技奖三等奖。 （2）加强产研合作，搭建高层次人才平台。公司积极拓展国际合 作，现与美国、韩国、日本等10 多个国家开展生物医药技术研发合作。 在国内，与中国科学院（天津、上海、青岛所）、浙江大学、山东大学、 武汉大学、中国药科大学、华东理工大学等30 多个国内高水平医药研 究机构和研发团队开展技术合作。引进院士、教授等高层次人才10余人，...
public_welfare_investment,公益投入金额,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p40_62,40,1,0.01639344,8 质量培训学时 小时 152.8 172 167 重大质量责任事故数 起 0 0 0 公益捐赠总额 万元 0.7 0.4 0.3 乡村振兴帮扶投入 万元 3 43.3 3 环境绩效 指标 单位 2022 年 2023 年 2024 年 指标 单位 2022 年 2023 年 2024 年 环保投入 万元 17338.87 16419 18120.29 一般及以上环境突发事件数 次 0 0 0 综合能源消耗量 万吨标煤 13.98 13.87 15.13 一般废弃物排放量 吨 33998.67 43095.82 49556.5 危险废弃物排放量 吨 101378.63 103115.23 95832.57 万元增加值综合能耗 吨标煤 / 万元 0.9418 0.8206 0.8805 万元营业收入综合能耗 吨标煤 / 万元 0.2487 0.2257 0.2428 耗电量 千瓦时 685110000 689826000 708204300 单位面积用电量 千瓦时 / 平方米 454.53 457.66 469.85 年度新鲜水用水量 吨 5004645 5139100 5662118...,8 质量培训学时 小时 152.8 172 167 重大质量责任事故数 起 0 0 0 公益捐赠总额 万元 0.7 0.4 0.3 乡村振兴帮扶投入 万元 3 43.3 3 环境绩效 指标 单位 2022 年 2023 年 2024 年 指标 单位 2022 年 2023 年 2024 年 环保投入 万元 17338.87 16419 18120.29 一般及以上环境突发事件数 次 0 0 0 综合能源消耗量 万吨标煤 13.98 1...
board_size,董事会人数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p4_3,4,1,0.015625,目录 CONTENTS 关于本报告 走进鲁抗 董事长致辞 / 03 企业简介 / 04 文化理念 / 06 组织架构 / 07 子公司分布 / 08 “十四五”发展目标及战略 / 09 经营质量持续提升 / 10 发展成效 / 12 重要事件 / 14 奖项荣誉 / 16 01. 绿色低碳发展理念与目标 / 32 节能减排主要成效 / 32 实施绿色管理 / 33 做强做优做大环保产 / 34 绿色发展 实现生态共赢 规范治理 深化国企改革 两会一层规范运转 / 20 强化母子公司管控 / 21 常态化推进三项制度改革 / 22 推进依法合规建设 / 24 全面强化风险防控 / 25 畅通上市公司信息沟通渠道 / 26 党建融入生产经营 / 27 加强反腐倡廉 / 28 02. 03. 强化质量管理，提供优质产品 / 38 强化体系建设，提升质量管理能力 / 39 质量管理方面取得的荣誉 / 40 质量为本 确保产品安全 大力推动科技创新，释放价值创造力 / 44 生物制造取得重大进展 / 46 加快推进数字化转型，发展新质生产力 / 47 创新驱动 释放发展动能 育才与共 助力员工...,目录 CONTENTS 关于本报告 走进鲁抗 董事长致辞 / 03 企业简介 / 04 文化理念 / 06 组织架构 / 07 子公司分布 / 08 “十四五”发展目标及战略 / 09 经营质量持续提升 / 10 发展成效 / 12 重要事件 / 14 奖项荣誉 / 16 01. 绿色低碳发展理念与目标 / 32 节能减排主要成效 / 32 实施绿色管理 / 33 做强做优做大环保产 / 34 绿色发展 实现生态共赢 规范治理 深化国...
independent_directors,独立董事人数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p15_22,15,1,0.01639344,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实施细则。 两会一层规范运转 → ++ 51 项议案 审议 强化母子公司管控 → ++ 公司建立了以现代 企业制度为核心的母子 公司管控模式。对于全 资及控股子公司设立了 董事会（董事）、经理层、 监事会（监事）的法人 治理结构，同时还统一 委派财务负责人。参股 公司根据公司章程派出 董事、经理层人选、监 事等履行出资人相关职 责。对于全资、控股子 公司把党建内容纳入公 司章程并严格落实。 公司制订了子公司 管控办法并严格执行， 制订了母子公司一体化 的规划、年度预算和生 产经营计划，对子公司 经理层实行契约化管理， 对于大宗物资采购实行 统一招标、集中采...,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实...
independent_director_ratio,独立董事比例,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p15_22,15,1,0.01639344,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实施细则。 两会一层规范运转 → ++ 51 项议案 审议 强化母子公司管控 → ++ 公司建立了以现代 企业制度为核心的母子 公司管控模式。对于全 资及控股子公司设立了 董事会（董事）、经理层、 监事会（监事）的法人 治理结构，同时还统一 委派财务负责人。参股 公司根据公司章程派出 董事、经理层人选、监 事等履行出资人相关职 责。对于全资、控股子 公司把党建内容纳入公 司章程并严格落实。 公司制订了子公司 管控办法并严格执行， 制订了母子公司一体化 的规划、年度预算和生 产经营计划，对子公司 经理层实行契约化管理， 对于大宗物资采购实行 统一招标、集中采...,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实...
female_directors,女性董事人数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p15_22,15,1,0.01612903,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实施细则。 两会一层规范运转 → ++ 51 项议案 审议 强化母子公司管控 → ++ 公司建立了以现代 企业制度为核心的母子 公司管控模式。对于全 资及控股子公司设立了 董事会（董事）、经理层、 监事会（监事）的法人 治理结构，同时还统一 委派财务负责人。参股 公司根据公司章程派出 董事、经理层人选、监 事等履行出资人相关职 责。对于全资、控股子 公司把党建内容纳入公 司章程并严格落实。 公司制订了子公司 管控办法并严格执行， 制订了母子公司一体化 的规划、年度预算和生 产经营计划，对子公司 经理层实行契约化管理， 对于大宗物资采购实行 统一招标、集中采...,把好 政治关、政策关、程序关，对关于企业改革发展的重大问题提出意见和 建议，支持总经理办公会、董事会依法行使职权，促进科学决策。 董事会不断强化上市公司规范治理，确保董事会决策体系规范运作， 维护全体股东权益；确保外部董事占多数，加强独立董事管理，根据独 立董事工作制度要求，确保独立董事任职独立性。发挥专业委员会职责， 充分履行独董职责和事前把关的责任。加强制度建设，按照中国证监会 相关法规要求，组织修订董事会规范运作各项程序文件及实...
board_meetings,董事会会议次数,G,extracted,7,次,2024,route_b2_quant_text_rag,0.95,auto_cited,,p15_21,15,1,0.08538462,召开7 次董事会会议，审议51 项议案。,21 鲁抗医药2024 年度ESG 可持续发展报告 20 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 鲁抗医药党委坚持“把方向、管大局、保落实”、董事会“定战略、 作决策、防风险”、经理层“谋经营、抓落实、强管理”，两会一层运作规范。 印发并执行《中共山东鲁抗医药股份有限公司委员会议事规则...
shareholder_meetings,股东大会会议次数,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p37_56,37,1,0.01538462,"ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 65 鲁抗医药2024 年度ESG 可持续发展报告 64 积极开展分红，保证投资者权益 推动渠道共建，搭建共同发展新平台 践行国家开放战略，积极融入国际市场 → ++ → ++ → ++ 2022-2024 年分红情况 分红时间 分红 年度 现金分红的数额 （含税）（元） 分红年度合并报表中 归属于上市公司普通 股股东的净利润（元） 占合并报表中归属于 上市公司普通股股东 的净利润的比率(%) 2024.12 2024 年半年度 17,976,392,64 299,962,355.17 5.99 2024.6 2023 年 80,744,189.58 246,171,797.53 32.80 2023.7 2022 年 48,896,776.445 138,013,129.39 35.43 2022.7 2021 年 44,110,299.90 82,685,648.18 53.35 1. 强化...",ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 65 鲁抗医药2024 年度ESG 可持续发展报告 64 积极开展分红，保证投资者权益 推动渠道共建，搭建共同发展新平台 践行国家开放战略，积极融入国际市场 → ++ → ++ → ++ 2022-2024 年分红情况 分红时间 分红 年度 现金...
anti_corruption_training_sessions,反腐败培训次数,G,extracted,7,次,2024,route_a_appendix_table,0.92,auto_cited,,table_page_41,41,1,,反腐败培训次数 次 2022年 4 2023年 4 2024年 7,反腐败培训次数 次 2022年 4 2023年 4 2024年 7
anti_corruption_training_participants,反腐败培训人数,G,extracted,2300,人,2024,route_a_appendix_table,0.92,auto_cited,,table_page_41,41,1,,反腐败培训人数 人 2022年 880 2023年 710 2024年 2300,反腐败培训人数 人 2022年 880 2023年 710 2024年 2300
confirmed_corruption_cases,确认腐败案件数量,G,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p14_20,14,1,0.01639344,深化国企改革 STANDARDIZED GOVERNANCE 两会一层规范运转 强化母子公司管控 常态化推进三项制度改革 推进依法合规建设 全面强化风险防控 畅通上市公司信息沟通渠道 党建融入生产经营 加强反腐倡廉 02 规范治理,深化国企改革 STANDARDIZED GOVERNANCE 两会一层规范运转 强化母子公司管控 常态化推进三项制度改革 推进依法合规建设 全面强化风险防控 畅通上市公司信息沟通渠道 党建融入生产经营 加强反腐倡廉 02 规范治理
esg_strategy_targets,ESG战略目标,E,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p21_31,21,1,0.17612903,‘十四五’期间，鲁抗医药将坚持以新发展理念引领鲁抗高质量发展，坚持‘固本强基、补链强链、创新突破、转型发展’十六字方针，建设健康和谐、公平公正、敢于创新、善于学习的鲁抗。公司将围绕‘建设绿色生态、勇于创新、持续发展、奉献社会的现代生物医药公司’目标……2024 年编制了《鲁抗医药碳达峰行动方案》《四个产品碳足迹评价报告》，将碳达峰碳中和工作融入公司战略布局和发展规划，后期将按方案要求稳步推进重点工作任务和重大工程项目，确保完成达峰目标。,33 鲁抗医药2024 年度ESG 可持续发展报告 32 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 鲁抗医药始终视生态环境保护为己任，秉承“国内一流、行业领先、超前一步、绿色发展”的环保理念， 以退城进园为契机，实现了用地集约化、原料无害化、生产洁净化、废物资源化和能源低碳化的绿色发 展...
climate_risk_management,气候风险识别与管理,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p19_29,19,1,0.07639344,29 鲁抗医药2024 年度ESG 可持续发展报告 28 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 加强反腐倡廉 → ++ 1. 扛起监督大旗，积极履行监督职责。 在政治监督方面，进一步强化落实；在日常监督环节，着力做细做深。协助公司党委积极落实各项 工作，持续强化对“关键少数”的监督力度。通过构建“大监督”体系，不断增强监督的整体合力和实 效性。同时，一如既往抓好“四位一体”监督的最后环节，针对落实整改不力、玩忽职守、敷衍塞责的 人员，由纪检部门介入，严肃问责，并予以通报曝光。 2. 在廉洁风险防控上持续发力。 制定《加强廉洁风险防控》管理专项，完善公司班子成员等“关键少数”人员廉洁风险防控措施清单， 并实行动态监督；制定下发《公司各单位“靠企吃企”廉政建设风险点清单》及《深入推进廉洁风险防 控体系建设的工作方案》，深入开展廉洁风险防控体系建设各项工作，助推鲁抗持续、健康、高质量发展。 3. 高度重视人员的思想警示教育工作。 注重从思...,29 鲁抗医药2024 年度ESG 可持续发展报告 28 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 加强反腐倡廉 → ++ 1. 扛起监督大旗，积极履行监督职责。 在政治监督方面，进一步强化落实；在日常监督环节，着力做细做深。协助公司党委积极落实各项 工作，持续强化对“关键少数”的监督力...
environmental_management_system,环境管理体系,E,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p21_32,21,1,0.29612903,鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性。结合公司卓越绩效管理、对标一流、班组规范建设达标的管理要求，夯实环保“双体系”建设，确保环境管理体系稳定运行。,024 年环保投入18120 万元。 绿色低碳发展理念与目标 实施绿色管理，建立生态环保长效机制 节能减排主要成效 → ++ → ++ → ++ 1. 公司生态环境管理体系建设情况 鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性。 结合公司卓越绩效管理、对标一流、班组规范建设达标的管理要求，夯实环 保“双体系”建设，确保环境管理体系稳定运行。每年持续加大环保投入， 升级环保治理工艺，并通过环保协会互动、专业知识培训、学习小...
energy_saving_measures,节能减排措施,E,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p6_6,6,4,0.13538462,通过不断引入节能技术、推广使用各种节能设备，不断提高能源的利用效率，每年可减少二氧化碳排放当量约5.6 万吨。,3 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 草木蔓发，春山可望。 在这万物生长的时节，我谨代表山东鲁抗医药股份有限公司，向长期以来支持医药健康事业发展的 各界同仁致以诚挚谢意。过去一年，医药行业在变革中砥砺前行——从国家医保谈判深化、集采产品扩容， 到合成生物技术扶持政策落地、创新药“...
water_management_measures,水资源管理措施,E,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p40_62,40,1,0.13587302,8 质量培训学时 小时 152.8 172 167 重大质量责任事故数 起 0 0 0 公益捐赠总额 万元 0.7 0.4 0.3 乡村振兴帮扶投入 万元 3 43.3 3 环境绩效 指标 单位 2022 年 2023 年 2024 年 指标 单位 2022 年 2023 年 2024 年 环保投入 万元 17338.87 16419 18120.29 一般及以上环境突发事件数 次 0 0 0 综合能源消耗量 万吨标煤 13.98 13.87 15.13 一般废弃物排放量 吨 33998.67 43095.82 49556.5 危险废弃物排放量 吨 101378.63 103115.23 95832.57 万元增加值综合能耗 吨标煤 / 万元 0.9418 0.8206 0.8805 万元营业收入综合能耗 吨标煤 / 万元 0.2487 0.2257 0.2428 耗电量 千瓦时 685110000 689826000 708204300 单位面积用电量 千瓦时 / 平方米 454.53 457.66 469.85 年度新鲜水用水量 吨 5004645 5139100 5662118...,8 质量培训学时 小时 152.8 172 167 重大质量责任事故数 起 0 0 0 公益捐赠总额 万元 0.7 0.4 0.3 乡村振兴帮扶投入 万元 3 43.3 3 环境绩效 指标 单位 2022 年 2023 年 2024 年 指标 单位 2022 年 2023 年 2024 年 环保投入 万元 17338.87 16419 18120.29 一般及以上环境突发事件数 次 0 0 0 综合能源消耗量 万吨标煤 13.98 1...
waste_management_measures,废弃物管理措施,E,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p22_33,22,1,0.09587302,持续开展固废资源化与协同利用。2024 年，公司实现固废资源化利用率92% 以上，通过委外协同再利用废溶媒，变废为宝，在降低公司危险废物处置成本的同时，有力推动了公司环保绿色发展。中和环保公司业务多元且全面，涵盖污水处理技术服务、托管运营、高浓污水承接处理、危险废物（如HW09 乳化液、切削液，HW34、HW35 废酸废碱等）的规范处置利用、气味治理工程的承揽建设，以及水处理药剂的经营等，为环保事业提供全方位、一站式的解决方案。,35 鲁抗医药2024 年度ESG 可持续发展报告 34 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 3. 鲁抗医药2024 年度资源综合利用情况 （1）大力推进绿色能源应用，通过充分利用房顶及空地等区域，持续推行分布式光伏发电项目，公 司光伏发电装机容量达到20MW，年发电能力约2400...
employee_rights_policy,员工权益保障政策,S,extracted,True,,,route_b_text_rag,0.9,needs_review,source_page_mismatch,p29_44,29,1,0.17639344,保障员工合法权益，为更多的人创造机会,助力员工发展 INNOVATION DRIVEN 06 育才与共 理念与目标 工作成效 保障员工合法权益，为更多的人创造机会 持续完善薪酬福利体系 畅通职业发展通道，让更多员工成为主角 持续改善职业健康 推进民主管理情况 倾心关爱职工 加强本质安全，护航安全生产
occupational_health_safety_system,职业健康安全管理体系,S,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p31_47,31,3,0.17538462,公司建有完善的职业病防治、职业健康管理、职业危害因素检测评价及职业病防治应急预案等管理制度。2024 年聘请省职防院来公司开展职业危害岗位监测和人员查体，共计查体 2358 人，监测点1640 个；公司根据各生产岗位的不同特点，为员工配发相应的劳动防护用品并指导员工正确佩戴。公司应急救援队定期开展职业病危害事故应急救援演练，应急设备、设施及急救物资完备。,53 鲁抗医药2024 年度ESG 可持续发展报告 52 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 畅通职业发展通道，让更多员工成为主角 → ++ 1. 打破职业晋升天花板。鲁抗医药持续推进全员职务职级晋升双通道，即在同一职务上设置不同的 职级，使公司的发展和员工的职业发展规划密切联系起...
employee_training_development,员工培训与发展机制,S,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p31_47,31,1,0.25612903,"鲁抗医药持续推进全员职务职级晋升双通道，即在同一职务上设置不同的职级，使公司的发展和员工的职业发展规划密切联系起来，实现了员工与企业的共同成长，达到了鲁抗企业文化倡导的个人进步、组织进化的目标。

鲁抗医药坚持“以人的价值为本”，多方式全方位开展人才培养工作。形成了“青年学生一三五年述职评价、后备中管选拔、公开竞聘”的成熟培养工作机制。开展了“百名中青年管理人员培养计划”“百名新型营销人员培养计划”“千名技师培养计划”“考核选拔后备中管和青年骨干”等工作，不断提高员工队伍整体素质。人才队伍建设已经系统化、标准化，为公司人才发展高地建设奠定了坚实的基础。

启动2024年度年轻干部进党校集中培训，共243名年轻管理人员参加，进一步提升了管理能力。

与中国药科大学等20余所院校合作，筹备管理人员在职硕博学历提升工作，切实提高管理人员独当一面的能力。

持续开展一般管理人员本科占比提升工作。

公司在各序列全面推行宽带薪酬体系，修订技能员工职级评价办法。",53 鲁抗医药2024 年度ESG 可持续发展报告 52 ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 畅通职业发展通道，让更多员工成为主角 → ++ 1. 打破职业晋升天花板。鲁抗医药持续推进全员职务职级晋升双通道，即在同一职务上设置不同的 职级，使公司的发展和员工的职业发展规划密切联系起...
diversity_equal_opportunity,多元化与平等雇佣政策,S,missing,,,,missing,0.0,needs_review,missing_existing_evidence;source_page_inferred_from_retrieval,p24_37,24,1,0.05639344,全流程质量管 理。拓展研发质量体系的监督，风险 识别前置，为新产品商业化落地保驾 护航。夯实基础管理，通过日常动态 风险管控，实现质量体系稳定运行。 打造母子公司质量“一体化”管控体 系，组织开展母子公司GMP/GVP 互 审，以检查指导促质量体系持续改进， 母子公司一体化初见成效。 1. 多元化人员培养，打造高质量管理团队 通过识别培训平台、建立培训联盟， 总结学习心得、学习亮点推广，建立线 上学习题库、开展练习和随机考试，开 展GMP 知识竞赛、KKT 竞赛以赛促学 等多种方式推进质量管理，组织质量相 关知识专项培训约130 次。鲁抗医药被 评为2023 年度山东省药品生产企业质 量管理能力提升培训先进集体。 2. 加强国际注册，拓展外部市场 2024 年鲁抗质量体系不断完善，各项国际注册工作稳步推进，全年国际注册共获得25 个注册证书、 1 个欧盟CEP 证书及3 个国外GMP 证书，全年递交17 个新注册，90 多份官方注册维护材料。 3. 完善药物警戒体系，着力防范药品潜在的安全风险 强化对第三方数据源的监测，利用大数据和人工智能技术提高信息筛选效率和准确性。完善不良反 应...,全流程质量管 理。拓展研发质量体系的监督，风险 识别前置，为新产品商业化落地保驾 护航。夯实基础管理，通过日常动态 风险管控，实现质量体系稳定运行。 打造母子公司质量“一体化”管控体 系，组织开展母子公司GMP/GVP 互 审，以检查指导促质量体系持续改进， 母子公司一体化初见成效。 1. 多元化人员培养，打造高质量管理团队 通过识别培训平台、建立培训联盟， 总结学习心得、学习亮点推广，建立线 上学习题库、开展练习和随机考试，开 展G...
supplier_esg_assessment,供应商ESG管理机制,S,extracted,True,,,route_b_text_rag,0.95,auto_cited,,p37_56,37,1,0.14639344,建立全面系统评价体系，多个维度对供应商进行履约评估以及分级管理，持续追踪供应商绩效表现，推动其不断改进，以实现合作共赢。,ESG 管理 育才与共 助力员工发展 和衷共济 坚守初心使命 发展相伴 携手伙伴共赢 创新驱动 释放发展动能 质量为本 确保产品安全 绿色发展 实现生态共赢 规范治理 深化国企改革 走进鲁抗 65 鲁抗医药2024 年度ESG 可持续发展报告 64 积极开展分红，保证投资者权益 推动渠道共建，搭建共同发展新平台 践行国家开放战略，积极融入国际市场 → ++ → ++ → ++ 2022-2024 年分红情况 分红时间 分红 年度 现金...
