column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,安全生产 因工死亡事故起数(起) 2024年 0,因工死亡事故起数(起),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 因工死亡事故人数(人) 2024年 0,因工死亡事故人数(人),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.92,安全生产 接受安全培训的员工人数(人) 2024年 519,接受安全培训的员工人数(人),page_41.png,519,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,S5: 职业健康与安全-安全生产,安全生产,,519,"{""2024年"": ""519""}",2024
2024年,0.0,"安全生产 员工参加安全培训总时数(小时) 2024年 1,557",员工参加安全培训总时数(小时),page_41.png,"1,557",no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,1557,"{""2024年"": ""1,557""}",2024
2024年,0.0,安全生产 承包商：工伤人数(人) 2024年 0,承包商：工伤人数(人),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 承包商：因工死亡事故人数(人) 2024年 0,承包商：因工死亡事故人数(人),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,职业健康 参加职业病体检人数(人) 2024年 33,参加职业病体检人数(人),page_41.png,33,no_schema_match,S5: 职业健康与安全-安全生产,职业健康,,33,"{""2024年"": ""33""}",2024
2024年,0.0,"经济指标 营业收入(万元) 2024年 105,073.70",营业收入(万元),page_41.png,"105,073.70",business_performance_not_core_esg,G1: 经营绩效,经济指标,,105073.7,"{""2024年"": ""105,073.70""}",2024
2024年,0.0,"经济指标 净利润(万元) 2024年 1,842.79",净利润(万元),page_41.png,"1,842.79",business_performance_not_core_esg,G1: 经营绩效,经济指标,,1842.79,"{""2024年"": ""1,842.79""}",2024
2024年,0.0,"经济指标 纳税额(万元) 2024年 1,705.39",纳税额(万元),page_41.png,"1,705.39",no_schema_match,G1: 经营绩效,经济指标,,1705.39,"{""2024年"": ""1,705.39""}",2024
2024年,0.0,"平均对待中小企业 报告期末应付账款(含应付票据)余额(万元) 2024年 33,347.16",报告期末应付账款(含应付票据)余额(万元),page_41.png,"33,347.16",no_schema_match,G1: 经营绩效,平均对待中小企业,,33347.16,"{""2024年"": ""33,347.16""}",2024
2024年,0.0,平均对待中小企业 报告期末应付账款(含应付票据)余额占总资产比重(%) 2024年 32.40,报告期末应付账款(含应付票据)余额占总资产比重(%),page_41.png,32.40,no_schema_match,G1: 经营绩效,平均对待中小企业,%,32.4,"{""2024年"": ""32.40""}",2024
2024年,0.0,"平均对待中小企业 报告期末未支付款项金额(万元) 2024年 33,347.16",报告期末未支付款项金额(万元),page_41.png,"33,347.16",no_schema_match,G1: 经营绩效,平均对待中小企业,,33347.16,"{""2024年"": ""33,347.16""}",2024
2024年,0.0,"平均对待中小企业 报告期末未支付中小企业款项金额(万元) 2024年 33,347.16",报告期末未支付中小企业款项金额(万元),page_41.png,"33,347.16",no_schema_match,G1: 经营绩效,平均对待中小企业,,33347.16,"{""2024年"": ""33,347.16""}",2024
章节,0.0,5. 利益相关方参与 利益相关方参与的方法 ESG 管理,5. 利益相关方参与,page_42.png,ESG 管理,no_schema_match,量化数据绩效表,,,ESG 管理,"{""GB/T 标准"": ""5."", ""披露项目"": ""利益相关方参与的方法"", ""章节"": ""ESG 管理""}",
章节,0.0,2-29 利益相关方参与的方法 ESG 管理,2-29,page_42.png,ESG 管理,no_schema_match,量化数据绩效表,,,ESG 管理,"{""GB/T 标准"": ""2-29"", ""披露项目"": ""利益相关方参与的方法"", ""章节"": ""ESG 管理""}",
章节,0.0,2-30 集体谈判协议 员工权益,2-30,page_42.png,员工权益,no_schema_match,量化数据绩效表,,,员工权益,"{""GB/T 标准"": ""2-30"", ""披露项目"": ""集体谈判协议"", ""章节"": ""员工权益""}",
章节,0.0,GRI 3: 实质性议题 2021,GRI 3: 实质性议题 2021,page_42.png,,index_table_not_metric,量化数据绩效表,,,,"{""GB/T 标准"": ""GRI 3: 实质性议题 2021"", ""披露项目"": null, ""章节"": null}",
章节,0.0,2-31 确定实质性议题的过程 ESG 管理,2-31,page_42.png,ESG 管理,no_schema_match,量化数据绩效表,,,ESG 管理,"{""GB/T 标准"": ""2-31"", ""披露项目"": ""确定实质性议题的过程"", ""章节"": ""ESG 管理""}",
章节,0.0,2-32 实质性议题的清单 ESG 管理,2-32,page_42.png,ESG 管理,no_schema_match,量化数据绩效表,,,ESG 管理,"{""GB/T 标准"": ""2-32"", ""披露项目"": ""实质性议题的清单"", ""章节"": ""ESG 管理""}",
章节,0.0,2-33 实质性议题的管理 ESG 管理,2-33,page_42.png,ESG 管理,no_schema_match,量化数据绩效表,,,ESG 管理,"{""GB/T 标准"": ""2-33"", ""披露项目"": ""实质性议题的管理"", ""章节"": ""ESG 管理""}",
章节,0.0,201: 经济绩效 2016,201: 经济绩效 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""201: 经济绩效 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,201-1 直接产生和分配的经济价值 见年报,201-1,page_42.png,见年报,no_schema_match,量化数据绩效表,,,见年报,"{""GB/T 标准"": ""201-1"", ""披露项目"": ""直接产生和分配的经济价值"", ""章节"": ""见年报""}",
章节,0.0,201-2 气候变化带来的财务影响以及其它风险和机遇 不涉及,201-2,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""201-2"", ""披露项目"": ""气候变化带来的财务影响以及其它风险和机遇"", ""章节"": ""不涉及""}",
章节,0.0,201-3 固定福利计划和其他退休计划 员工关怀,201-3,page_42.png,员工关怀,no_schema_match,量化数据绩效表,,,员工关怀,"{""GB/T 标准"": ""201-3"", ""披露项目"": ""固定福利计划和其他退休计划"", ""章节"": ""员工关怀""}",
章节,0.0,201-4 政府给予的财政补贴 见年报,201-4,page_42.png,见年报,no_schema_match,量化数据绩效表,,,见年报,"{""GB/T 标准"": ""201-4"", ""披露项目"": ""政府给予的财政补贴"", ""章节"": ""见年报""}",
章节,0.0,202: 市场表现 2016,202: 市场表现 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""202: 市场表现 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,202-1 按性别划分的标准和精水平工资与当地最低工资之比 员工权益,202-1,page_42.png,员工权益,no_schema_match,量化数据绩效表,,,员工权益,"{""GB/T 标准"": ""202-1"", ""披露项目"": ""按性别划分的标准和精水平工资与当地最低工资之比"", ""章节"": ""员工权益""}",
章节,0.0,202-2 从当地社区雇用高比例的比例 员工权益,202-2,page_42.png,员工权益,no_schema_match,量化数据绩效表,,,员工权益,"{""GB/T 标准"": ""202-2"", ""披露项目"": ""从当地社区雇用高比例的比例"", ""章节"": ""员工权益""}",
章节,0.0,203: 间接经济影响 2016,203: 间接经济影响 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""203: 间接经济影响 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,203.1 基础设施投资和支持性服务 不涉及,203.1,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""203.1"", ""披露项目"": ""基础设施投资和支持性服务"", ""章节"": ""不涉及""}",
章节,0.0,203.2 重大国际经济影响 关于本集团,203.2,page_42.png,关于本集团,no_schema_match,量化数据绩效表,,,关于本集团,"{""GB/T 标准"": ""203.2"", ""披露项目"": ""重大国际经济影响"", ""章节"": ""关于本集团""}",
章节,0.0,204: 采购实践 2016,204: 采购实践 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""204: 采购实践 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,204-1 向当地供应商采购的支出比例 供应链管理,204-1,page_42.png,供应链管理,no_schema_match,量化数据绩效表,,,供应链管理,"{""GB/T 标准"": ""204-1"", ""披露项目"": ""向当地供应商采购的支出比例"", ""章节"": ""供应链管理""}",
章节,0.0,205: 反腐败 2016,205: 反腐败 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""205: 反腐败 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,205-1 已进行风险评估的运营点 廉洁管理,205-1,page_42.png,廉洁管理,no_schema_match,量化数据绩效表,,,廉洁管理,"{""GB/T 标准"": ""205-1"", ""披露项目"": ""已进行风险评估的运营点"", ""章节"": ""廉洁管理""}",
章节,0.0,205-2 反腐败政策和程序的传达及培训 廉政管理,205-2,page_42.png,廉政管理,no_schema_match,量化数据绩效表,,,廉政管理,"{""GB/T 标准"": ""205-2"", ""披露项目"": ""反腐败政策和程序的传达及培训"", ""章节"": ""廉政管理""}",
章节,0.0,205-3 经确认的腐败事件和采取的行动 廉政管理,205-3,page_42.png,廉政管理,no_schema_match,量化数据绩效表,,,廉政管理,"{""GB/T 标准"": ""205-3"", ""披露项目"": ""经确认的腐败事件和采取的行动"", ""章节"": ""廉政管理""}",
章节,0.0,206: 反竞争行为 2016,206: 反竞争行为 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""206: 反竞争行为 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,206-1 针对反竞争行为、反托拉斯和反垄断实质的法律诉讼 廉洁管理,206-1,page_42.png,廉洁管理,no_schema_match,量化数据绩效表,,,廉洁管理,"{""GB/T 标准"": ""206-1"", ""披露项目"": ""针对反竞争行为、反托拉斯和反垄断实质的法律诉讼"", ""章节"": ""廉洁管理""}",
章节,0.0,207: 税务 2019,207: 税务 2019,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""207: 税务 2019"", ""披露项目"": null, ""章节"": null}",
章节,0.0,207-1 税务方针 税务管理,207-1,page_42.png,税务管理,no_schema_match,量化数据绩效表,,,税务管理,"{""GB/T 标准"": ""207-1"", ""披露项目"": ""税务方针"", ""章节"": ""税务管理""}",
章节,0.0,207-2 税务治理、控制及风险管理 税务管理,207-2,page_42.png,税务管理,no_schema_match,量化数据绩效表,,,税务管理,"{""GB/T 标准"": ""207-2"", ""披露项目"": ""税务治理、控制及风险管理"", ""章节"": ""税务管理""}",
章节,0.0,207-3 与税务关系相关的利益相关方参与及管理 税务管理,207-3,page_42.png,税务管理,no_schema_match,量化数据绩效表,,,税务管理,"{""GB/T 标准"": ""207-3"", ""披露项目"": ""与税务关系相关的利益相关方参与及管理"", ""章节"": ""税务管理""}",
章节,0.0,207-4 国别报告 见年报,207-4,page_42.png,见年报,no_schema_match,量化数据绩效表,,,见年报,"{""GB/T 标准"": ""207-4"", ""披露项目"": ""国别报告"", ""章节"": ""见年报""}",
章节,0.0,301: 资料 2016,301: 资料 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""301: 资料 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,301-1 所用物料的重量或体积 资源利用,301-1,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""301-1"", ""披露项目"": ""所用物料的重量或体积"", ""章节"": ""资源利用""}",
章节,0.0,301-2 所用淡水利用的量 资源利用,301-2,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""301-2"", ""披露项目"": ""所用淡水利用的量"", ""章节"": ""资源利用""}",
章节,0.0,301-3 再生产品及其包装材料 资源利用,301-3,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""301-3"", ""披露项目"": ""再生产品及其包装材料"", ""章节"": ""资源利用""}",
章节,0.0,302: 能耗 2016,302: 能耗 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""302: 能耗 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,302-1 组织内部的能源消耗量 能源管理,302-1,page_42.png,能源管理,no_schema_match,量化数据绩效表,,,能源管理,"{""GB/T 标准"": ""302-1"", ""披露项目"": ""组织内部的能源消耗量"", ""章节"": ""能源管理""}",
章节,0.0,302-2 组织外部的能源消耗量 能源管理,302-2,page_42.png,能源管理,no_schema_match,量化数据绩效表,,,能源管理,"{""GB/T 标准"": ""302-2"", ""披露项目"": ""组织外部的能源消耗量"", ""章节"": ""能源管理""}",
章节,0.0,302-3 能源强度 能源管理,302-3,page_42.png,能源管理,no_schema_match,量化数据绩效表,,,能源管理,"{""GB/T 标准"": ""302-3"", ""披露项目"": ""能源强度"", ""章节"": ""能源管理""}",
章节,0.0,303: 水资源和污水 2018,303: 水资源和污水 2018,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""303: 水资源和污水 2018"", ""披露项目"": null, ""章节"": null}",
章节,0.0,303-1 组织与水作为共有资源的相互影响 资源利用,303-1,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""303-1"", ""披露项目"": ""组织与水作为共有资源的相互影响"", ""章节"": ""资源利用""}",
章节,0.0,303-2 管理与排水相关的影响 资源利用,303-2,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""303-2"", ""披露项目"": ""管理与排水相关的影响"", ""章节"": ""资源利用""}",
章节,0.0,303-3 取水 资源利用,303-3,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""303-3"", ""披露项目"": ""取水"", ""章节"": ""资源利用""}",
章节,0.0,303-4 排水 资源利用,303-4,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""303-4"", ""披露项目"": ""排水"", ""章节"": ""资源利用""}",
章节,0.0,303-4 防治环境污染 资源利用,303-4,page_42.png,资源利用,no_schema_match,量化数据绩效表,,,资源利用,"{""GB/T 标准"": ""303-4"", ""披露项目"": ""防治环境污染"", ""章节"": ""资源利用""}",
章节,0.0,304: 生物多样性 2016,304: 生物多样性 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""304: 生物多样性 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,304-1 组织在位于或邻近保护区和保护区外的生物多样性丰富区域拥有、租赁、管理必远地点 不涉及,304-1,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""304-1"", ""披露项目"": ""组织在位于或邻近保护区和保护区外的生物多样性丰富区域拥有、租赁、管理必远地点"", ""章节"": ""不涉及""}",
章节,0.0,304-2 活动、产品和服务对生物多样性的重大影响 不涉及,304-2,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""304-2"", ""披露项目"": ""活动、产品和服务对生物多样性的重大影响"", ""章节"": ""不涉及""}",
章节,0.0,304-3 受保护或濒危的栖息地 不涉及,304-3,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""304-3"", ""披露项目"": ""受保护或濒危的栖息地"", ""章节"": ""不涉及""}",
章节,0.0,304-4 运营影响的栖息地中已被列入世界自然保育联盟 (IUCN) 红色名录及国家保育名册中的物种 不涉及,304-4,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""304-4"", ""披露项目"": ""运营影响的栖息地中已被列入世界自然保育联盟 (IUCN) 红色名录及国家保育名册中的物种"", ""章节"": ""不涉及""}",
章节,0.0,305: 排放 2016,305: 排放 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""305: 排放 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.96,305-1 直接 (范围 1) 温室气体排放 应对气候变化,305-1,page_42.png,应对气候变化,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=heuristic_scope_1,量化数据绩效表,,,应对气候变化,"{""GB/T 标准"": ""305-1"", ""披露项目"": ""直接 (范围 1) 温室气体排放"", ""章节"": ""应对气候变化""}",
章节,0.96,305-2 能源间接 (范围 2) 温室气体排放 应对气候变化,305-2,page_42.png,应对气候变化,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=heuristic_scope_2,量化数据绩效表,,,应对气候变化,"{""GB/T 标准"": ""305-2"", ""披露项目"": ""能源间接 (范围 2) 温室气体排放"", ""章节"": ""应对气候变化""}",
章节,0.94,305-3 其他间接 (范围 3) 温室气体排放 应对气候变化,305-3,page_42.png,应对气候变化,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_scope_3,量化数据绩效表,,,应对气候变化,"{""GB/T 标准"": ""305-3"", ""披露项目"": ""其他间接 (范围 3) 温室气体排放"", ""章节"": ""应对气候变化""}",
章节,0.0,305-4 温室气体排放免度 应对气候变化,305-4,page_42.png,应对气候变化,no_schema_match,量化数据绩效表,,,应对气候变化,"{""GB/T 标准"": ""305-4"", ""披露项目"": ""温室气体排放免度"", ""章节"": ""应对气候变化""}",
章节,0.0,305-5 温室气体减排量 应对气候变化,305-5,page_42.png,应对气候变化,no_schema_match,量化数据绩效表,,,应对气候变化,"{""GB/T 标准"": ""305-5"", ""披露项目"": ""温室气体减排量"", ""章节"": ""应对气候变化""}",
章节,0.0,305-6 臭氧消耗物质 (ODS) 的排放 不涉及,305-6,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""305-6"", ""披露项目"": ""臭氧消耗物质 (ODS) 的排放"", ""章节"": ""不涉及""}",
章节,0.0,305-7 氧化物 (NOX)、硫化物 (SOX) 和其他重大大气体排放 不涉及,305-7,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""305-7"", ""披露项目"": ""氧化物 (NOX)、硫化物 (SOX) 和其他重大大气体排放"", ""章节"": ""不涉及""}",
章节,0.0,306: 废弃物 2020,306: 废弃物 2020,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""306: 废弃物 2020"", ""披露项目"": null, ""章节"": null}",
章节,0.0,306-1 废弃物的产生及废弃物相关重大影响 防治环境污染,306-1,page_42.png,防治环境污染,no_schema_match,量化数据绩效表,,,防治环境污染,"{""GB/T 标准"": ""306-1"", ""披露项目"": ""废弃物的产生及废弃物相关重大影响"", ""章节"": ""防治环境污染""}",
章节,0.0,306-2 废弃物相关重大影响的管理 防治环境污染,306-2,page_42.png,防治环境污染,no_schema_match,量化数据绩效表,,,防治环境污染,"{""GB/T 标准"": ""306-2"", ""披露项目"": ""废弃物相关重大影响的管理"", ""章节"": ""防治环境污染""}",
章节,0.0,306-3 产生的废弃物 防治环境污染,306-3,page_42.png,防治环境污染,no_schema_match,量化数据绩效表,,,防治环境污染,"{""GB/T 标准"": ""306-3"", ""披露项目"": ""产生的废弃物"", ""章节"": ""防治环境污染""}",
章节,0.0,306-4 从厂区中转移的废弃物 防治环境污染,306-4,page_42.png,防治环境污染,no_schema_match,量化数据绩效表,,,防治环境污染,"{""GB/T 标准"": ""306-4"", ""披露项目"": ""从厂区中转移的废弃物"", ""章节"": ""防治环境污染""}",
章节,0.0,306-5 进入处置厂的废弃物 防治环境污染,306-5,page_42.png,防治环境污染,no_schema_match,量化数据绩效表,,,防治环境污染,"{""GB/T 标准"": ""306-5"", ""披露项目"": ""进入处置厂的废弃物"", ""章节"": ""防治环境污染""}",
章节,0.0,308: 供应商环境评核 2016,308: 供应商环境评核 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""308: 供应商环境评核 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,308-1 使用环境评价涵盖所筛选的新供应商 供应商管理,308-1,page_42.png,供应商管理,no_schema_match,量化数据绩效表,,,供应商管理,"{""GB/T 标准"": ""308-1"", ""披露项目"": ""使用环境评价涵盖所筛选的新供应商"", ""章节"": ""供应商管理""}",
章节,0.0,308-2 供应商的负面环境影响以及采取的行动 供应商管理,308-2,page_42.png,供应商管理,no_schema_match,量化数据绩效表,,,供应商管理,"{""GB/T 标准"": ""308-2"", ""披露项目"": ""供应商的负面环境影响以及采取的行动"", ""章节"": ""供应商管理""}",
章节,0.0,401: 员工 2016,401: 员工 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""401: 员工 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.93,401-1 新进员工雇佣率和员工流动率 员工权益,401-1,page_42.png,员工权益,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=alias_match:员工流动率,量化数据绩效表,,,员工权益,"{""GB/T 标准"": ""401-1"", ""披露项目"": ""新进员工雇佣率和员工流动率"", ""章节"": ""员工权益""}",
章节,0.0,401-2 提供给全职员工（不包括临时或兼职员工）的福利 薪酬福利,401-2,page_42.png,薪酬福利,no_schema_match,量化数据绩效表,,,薪酬福利,"{""GB/T 标准"": ""401-2"", ""披露项目"": ""提供给全职员工（不包括临时或兼职员工）的福利"", ""章节"": ""薪酬福利""}",
章节,0.0,401-3 育儿假 薪酬福利,401-3,page_42.png,薪酬福利,no_schema_match,量化数据绩效表,,,薪酬福利,"{""GB/T 标准"": ""401-3"", ""披露项目"": ""育儿假"", ""章节"": ""薪酬福利""}",
章节,0.0,402: 分资关系 2016,402: 分资关系 2016,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""402: 分资关系 2016"", ""披露项目"": null, ""章节"": null}",
章节,0.0,402-1 有关劳资变更的最短通知期 不涉及,402-1,page_42.png,不涉及,no_schema_match,量化数据绩效表,,,不涉及,"{""GB/T 标准"": ""402-1"", ""披露项目"": ""有关劳资变更的最短通知期"", ""章节"": ""不涉及""}",
章节,0.0,403: 职业健康与安全 2018,403: 职业健康与安全 2018,page_42.png,,no_schema_match,量化数据绩效表,,,,"{""GB/T 标准"": ""403: 职业健康与安全 2018"", ""披露项目"": null, ""章节"": null}",
章节,0.0,403-1 职业健康安全管理体系 职业健康与安全,403-1,page_42.png,职业健康与安全,no_schema_match,量化数据绩效表,,,职业健康与安全,"{""GB/T 标准"": ""403-1"", ""披露项目"": ""职业健康安全管理体系"", ""章节"": ""职业健康与安全""}",
